sentence,relation,label,entity1,entity2,sentence_without_tags,split
"In early 2007 renewed a coal mining <e1>activity</e1> in the region triggered the <e2>earthquake</e2>, although earthquake activity has been present in the area at least since white settlement first occurred.","Cause-Effect (e1, e2)",0,activity,earthquake,"In early 2007 renewed a coal mining activity in the region triggered the earthquake, although earthquake activity has been present in the area at least since white settlement first occurred.",train
"In what's become a drug legend, he got woozy, dreamy and saw a <e1>kaleidoscope</e1> of dancing <e2>colours</e2>.",Other,18,kaleidoscope,colours,"In what's become a drug legend, he got woozy, dreamy and saw a kaleidoscope of dancing colours.",train
They chose samples and prepared them for viewing with the <e1>electron</e1> <e2>microscope</e2>.,"Instrument-Agency (e1, e2)",10,electron,microscope,They chose samples and prepared them for viewing with the electron microscope.,train
The <e1>damage</e1> caused by the <e2>tsunami</e2> - at least the physical damage - is barely visible in some places.,"Cause-Effect (e2, e1)",1,damage,tsunami,The damage caused by the tsunami - at least the physical damage - is barely visible in some places.,train
Two other <e1>teens</e1> ran into <e2>snags</e2>.,"Entity-Destination (e1, e2)",6,teens,snags,Two other teens ran into snags.,train
The <e1>driver</e1> of the cement truck cleaned the loading chute on his truck with a truck-mounted water <e2>hose</e2> and began to pull away.,"Instrument-Agency (e2, e1)",11,driver,hose,The driver of the cement truck cleaned the loading chute on his truck with a truck-mounted water hose and began to pull away.,train
The first aid <e1>pouch</e1> contained a <e2>package</e2> of sulfa powder and a bandage to dress the wound.,"Content-Container (e2, e1)",5,pouch,package,The first aid pouch contained a package of sulfa powder and a bandage to dress the wound.,train
The old geological <e1>theory</e1> explained <e2>mountains</e2> as wrinkles made by the Earth shrinking as it cools down.,"Message-Topic (e1, e2)",14,theory,mountains,The old geological theory explained mountains as wrinkles made by the Earth shrinking as it cools down.,train
Serious troubles have dragged the infamous <e1>actress</e1> into <e2>chaos</e2>.,Other,18,actress,chaos,Serious troubles have dragged the infamous actress into chaos.,train
This <e1>heart</e1> was put inside a <e2>dog</e2> after its own heart had been removed.,"Entity-Destination (e1, e2)",6,heart,dog,This heart was put inside a dog after its own heart had been removed.,train
A locksmith copies and repairs car <e1>keys</e1> for modern <e2>vehicles</e2> at a lower cost.,Other,18,keys,vehicles,A locksmith copies and repairs car keys for modern vehicles at a lower cost.,train
"The <e1>book</e1> includes a 13-page <e2>index</e2>, which is quite extensive for a volume of this length.","Component-Whole (e2, e1)",3,book,index,"The book includes a 13-page index, which is quite extensive for a volume of this length.",train
An explosive <e1>charge</e1> was discovered inside a <e2>bag</e2> at the entrance to the Shalom theater in Moscow.,"Content-Container (e1, e2)",4,charge,bag,An explosive charge was discovered inside a bag at the entrance to the Shalom theater in Moscow.,train
An organization with the mission of allowing a safe haven for parents to share their <e1>grief</e1> after the <e2>death</e2> of a child.,"Cause-Effect (e2, e1)",1,grief,death,An organization with the mission of allowing a safe haven for parents to share their grief after the death of a child.,train
There was a serious <e1>increase</e1> in the acidity of the seas caused by the acid <e2>rains</e2>.,"Cause-Effect (e2, e1)",1,increase,rains,There was a serious increase in the acidity of the seas caused by the acid rains.,train
"<e1>Students</e1> and local residents have worked together to produce 10000 <e2>bricks</e2>, and the mason has completed most of the work on the first guest house.","Product-Producer (e2, e1)",17,Students,bricks,"Students and local residents have worked together to produce 10000 bricks, and the mason has completed most of the work on the first guest house.",train
"Walking trails, fire pit and a tree <e1>fort</e1> in the <e2>woods</e2> have encouraged him to spend time outside.",Other,18,fort,woods,"Walking trails, fire pit and a tree fort in the woods have encouraged him to spend time outside.",train
"When approaching the Observatory, they unlock the <e1>padlock</e1> on the <e2>gate</e2> of the security fence, and entered the Observatory grounds and relock the gate.","Component-Whole (e1, e2)",2,padlock,gate,"When approaching the Observatory, they unlock the padlock on the gate of the security fence, and entered the Observatory grounds and relock the gate.",train
"Furthermore, the production of <e1>cigarettes</e1> by the major <e2>producer</e2> has continued.","Product-Producer (e1, e2)",16,cigarettes,producer,"Furthermore, the production of cigarettes by the major producer has continued.",train
360 bln <e1>yuan</e1> have been invested into post-quake <e2>reconstruction</e2>.,"Entity-Destination (e1, e2)",6,yuan,reconstruction,360 bln yuan have been invested into post-quake reconstruction.,train
"Therefore, a different method is used, involving a condom, some <e1>strawberry</e1> <e2>syrup</e2>, and a piece of 1/2"" aluminium plating (not as kinky as it sounds).","Entity-Origin (e2, e1)",9,strawberry,syrup,"Therefore, a different method is used, involving a condom, some strawberry syrup, and a piece of 1/2"" aluminium plating (not as kinky as it sounds).",train
The <e1>memory</e1> is stored in the same <e2>neurons</e2> that responded to the odor.,"Content-Container (e1, e2)",4,memory,neurons,The memory is stored in the same neurons that responded to the odor.,train
"The <e1>fire</e1> is caused by <e2>overheating</e2> of connections, which is cause by its turn by poor ohmic contact.","Cause-Effect (e2, e1)",1,fire,overheating,"The fire is caused by overheating of connections, which is cause by its turn by poor ohmic contact.",train
I am looking for <e1>jeans</e1> with a <e2>zipper</e2> all the way from the waistband in front to the waistband in the back.,"Component-Whole (e2, e1)",3,jeans,zipper,I am looking for jeans with a zipper all the way from the waistband in front to the waistband in the back.,train
"These <e1>tests</e1> are a major theme of the <e2>book</e2>, so it is worth investigating them.","Message-Topic (e2, e1)",15,tests,book,"These tests are a major theme of the book, so it is worth investigating them.",train
Orpheus falls in love with the <e1>country</e1> <e2>girl</e2> for no apparent reason save her name and beauty.,"Entity-Origin (e2, e1)",9,country,girl,Orpheus falls in love with the country girl for no apparent reason save her name and beauty.,train
"The contents of the <e1>package</e1> included one opened individual <e2>candy bar wrapper</e2>, four unopened candy bar wrappers, one cardboard tray insert, and two cash register receipts.","Content-Container (e2, e1)",5,package,candy bar wrapper,"The contents of the package included one opened individual candy bar wrapper, four unopened candy bar wrappers, one cardboard tray insert, and two cash register receipts.",train
A sluggish <e1>cat</e1> named Minnie sleeps in a <e2>scuttle</e2> beside the stove.,"Content-Container (e1, e2)",4,cat,scuttle,A sluggish cat named Minnie sleeps in a scuttle beside the stove.,train
"The mission introduced the spoon bowl, a <e1>plastic container</e1> with <e2>dehydrated food</e2> inside.","Content-Container (e2, e1)",5,plastic container,dehydrated food,"The mission introduced the spoon bowl, a plastic container with dehydrated food inside.",train
The <e1>aisles</e1> in the <e2>supermarket</e2> are well-designed.,"Component-Whole (e1, e2)",2,aisles,supermarket,The aisles in the supermarket are well-designed.,train
Space <e1>beer</e1> is made from <e2>barley</e2> grown in space.,"Entity-Origin (e1, e2)",8,beer,barley,Space beer is made from barley grown in space.,train
The working party's <e1>conclusions</e1> were set out in a <e2>document</e2> dated June 1951.,"Message-Topic (e2, e1)",15,conclusions,document,The working party's conclusions were set out in a document dated June 1951.,train
The <e1>light</e1> in the background is from the <e2>sunrise</e2>.,"Cause-Effect (e2, e1)",1,light,sunrise,The light in the background is from the sunrise.,train
The greatest <e1>amazement</e1> was caused by the <e2>floats</e2>.,"Cause-Effect (e2, e1)",1,amazement,floats,The greatest amazement was caused by the floats.,train
This new <e1>religion</e1> was spread to the <e2>society</e2>.,"Entity-Destination (e1, e2)",6,religion,society,This new religion was spread to the society.,train
"A Katrina-like hurricane eventually collapses the slapdash apartment <e1>buildings</e1> the <e2>villains</e2> have constructed, killing the guilty and innocent alike.","Product-Producer (e1, e2)",16,buildings,villains,"A Katrina-like hurricane eventually collapses the slapdash apartment buildings the villains have constructed, killing the guilty and innocent alike.",train
This government views <e1>science</e1> simply as a tool for profit <e2>generation</e2>.,Other,18,science,generation,This government views science simply as a tool for profit generation.,train
"In tele-operation, a human <e1>operator</e1> manipulates a control <e2>stick</e2> to generate a command signal so that a robot performs a specified task.","Instrument-Agency (e2, e1)",11,operator,stick,"In tele-operation, a human operator manipulates a control stick to generate a command signal so that a robot performs a specified task.",train
"In the second line, behind Marshal Soult, was first the <e1>division</e1> of united <e2>grenadiers</e2>, and on their left were the two divisions of Marshal Bernadotte.","Member-Collection (e2, e1)",13,division,grenadiers,"In the second line, behind Marshal Soult, was first the division of united grenadiers, and on their left were the two divisions of Marshal Bernadotte.",train
Northern Michigan towns hosts an <e1>array</e1> of Yuletide <e2>events</e2>.,Other,18,array,events,Northern Michigan towns hosts an array of Yuletide events.,train
"It found the net aggregate economic benefit to native-born Americans from the enormous <e1>influx</e1> accidentally triggered by the 1965 <e2>immigration</e2> is nugatory-less than $10 billion a year, in an economy of $10 trillion.","Cause-Effect (e2, e1)",1,influx,immigration,"It found the net aggregate economic benefit to native-born Americans from the enormous influx accidentally triggered by the 1965 immigration is nugatory-less than $10 billion a year, in an economy of $10 trillion.",train
